"Fecha","ID","Producto","Tipo","Ventas","Unidades"
2025-08-14,2451,"Viche","Bebida",184542,1
2025-08-14,2452,"Sombrero de Palma","Artesanias",246101,1
2025-08-14,2453,"Encocado de Camarones","Comida",22411,4
2025-08-14,2454,"Sombrero de Palma","Artesanias",249273,4
2025-08-14,2455,"Marimba de Chonta","Artesanias",259405,5
2025-08-14,2456,"Panuelos","Artesanias",40933,3
2025-08-14,2457,"Marimba de Chonta","Artesanias",332935,1
2025-08-14,2458,"Aborrajado","Comida",26844,1
2025-08-14,2459,"Curao","Bebida",198698,2
2025-08-14,2460,"Encocado de Camarones","Comida",17370,5
2025-08-14,2461,"Encocado de Camarones","Comida",24347,4
2025-08-14,2462,"Panuelos","Artesanias",52110,5
2025-08-14,2463,"Marranita","Comida",32157,4
2025-08-14,2464,"Empanada de Piangua","Comida",11923,1
2025-08-14,2465,"Aborrajado","Comida",29360,3
2025-08-14,2466,"Curao","Bebida",148224,4
2025-08-14,2467,"Curao","Bebida",145501,3
2025-08-14,2468,"Encocado de Camarones","Comida",19797,3
2025-08-14,2469,"Limonada de Cana","Bebida",15877,1
2025-08-14,2470,"Panuelos","Artesanias",16003,5
2025-08-14,2471,"Sombrero de Palma","Artesanias",261395,2
2025-08-14,2472,"Encocado de Camarones","Comida",14066,5
2025-08-14,2473,"Viche","Bebida",191943,2
2025-08-14,2474,"Empanada de Piangua","Comida",15462,4
2025-08-14,2475,"Empanada de Piangua","Comida",15456,4
2025-08-14,2476,"Sombrero de Palma","Artesanias",229423,1
2025-08-14,2477,"Marranita","Comida",26757,3
2025-08-14,2478,"Artesanias en cana","Artesanias",17858,2
2025-08-14,2479,"Artesanias en cana","Artesanias",17779,2
2025-08-14,2480,"Viche","Bebida",142158,1
2025-08-14,2481,"Aborrajado","Comida",26096,1
2025-08-14,2482,"Tomaseca","Bebida",129599,2
2025-08-14,2483,"Aborrajado","Comida",25555,1
2025-08-14,2484,"Curao","Bebida",276680,1
2025-08-14,2485,"Curao","Bebida",201652,2
2025-08-14,2486,"Empanada de Piangua","Comida",13537,4
2025-08-14,2487,"Empanada de Piangua","Comida",12912,2
2025-08-14,2488,"Artesanias en cana","Artesanias",32154,3
2025-08-14,2489,"Marimba de Chonta","Artesanias",307044,3
2025-08-14,2490,"Empanada de Piangua","Comida",11900,3
2025-08-14,2491,"Sombrero de Palma","Artesanias",259548,4
2025-08-14,2492,"Curao","Bebida",269328,3
2025-08-14,2493,"Empanada de Piangua","Comida",15807,3
2025-08-14,2494,"Viche","Bebida",100796,3
2025-08-14,2495,"Sombrero de Palma","Artesanias",239833,3
2025-08-14,2496,"Empanada de Piangua","Comida",12901,2
2025-08-14,2497,"Marimba de Chonta","Artesanias",261852,1
2025-08-14,2498,"Empanada de Piangua","Comida",13590,4
2025-08-14,2499,"Limonada de Cana","Bebida",16723,4
2025-08-14,2500,"Panuelos","Artesanias",28520,1
2025-08-14,2501,"Marranita","Comida",31392,5
2025-08-14,2502,"Curao","Bebida",223427,1
2025-08-14,2503,"Viche","Bebida",155098,4
2025-08-14,2504,"Marranita","Comida",31714,4
2025-08-14,2505,"Viche","Bebida",114647,4
2025-08-14,2506,"Empanada de Piangua","Comida",11542,5
2025-08-14,2507,"Aborrajado","Comida",28223,1
2025-08-14,2508,"Artesanias en cana","Artesanias",36856,1
2025-08-14,2509,"Artesanias en cana","Artesanias",15395,1
2025-08-14,2510,"Sombrero de Palma","Artesanias",247407,3
2025-08-14,2511,"Curao","Bebida",190673,2
2025-08-14,2512,"Marranita","Comida",28562,3
2025-08-14,2513,"Curao","Bebida",142491,5
2025-08-14,2514,"Artesanias en cana","Artesanias",19292,4
2025-08-14,2515,"Empanada de Piangua","Comida",13195,3
2025-08-14,2516,"Marranita","Comida",28833,1
2025-08-14,2517,"Curao","Bebida",262398,3
2025-08-14,2518,"Empanada de Piangua","Comida",11399,4
2025-08-14,2519,"Empanada de Piangua","Comida",14016,3
2025-08-14,2520,"Marranita","Comida",32417,2
2025-08-14,2521,"Marranita","Comida",31633,3
2025-08-14,2522,"Panuelos","Artesanias",47131,3
2025-08-14,2523,"Marranita","Comida",29979,5
2025-08-14,2524,"Sombrero de Palma","Artesanias",273066,4
2025-08-14,2525,"Aborrajado","Comida",30554,1
2025-08-14,2526,"Curao","Bebida",217299,1
2025-08-14,2527,"Encocado de Camarones","Comida",17269,5
2025-08-14,2528,"Artesanias en cana","Artesanias",16521,5
2025-08-14,2529,"Limonada de Cana","Bebida",14719,3
2025-08-14,2530,"Limonada de Cana","Bebida",15451,4
2025-08-14,2531,"Empanada de Piangua","Comida",15863,1
2025-08-14,2532,"Curao","Bebida",159374,2
2025-08-14,2533,"Viche","Bebida",113935,1
2025-08-14,2534,"Panuelos","Artesanias",51359,5
2025-08-14,2535,"Panuelos","Artesanias",48980,2
2025-08-14,2536,"Curao","Bebida",171045,1
2025-08-14,2537,"Limonada de Cana","Bebida",16622,2
2025-08-14,2538,"Tomaseca","Bebida",185503,3
2025-08-14,2539,"Sombrero de Palma","Artesanias",235591,1
2025-08-14,2540,"Marranita","Comida",30456,1
2025-08-14,2541,"Sombrero de Palma","Artesanias",257864,3
2025-08-14,2542,"Encocado de Camarones","Comida",23168,5
2025-08-14,2543,"Limonada de Cana","Bebida",15529,5
2025-08-14,2544,"Marimba de Chonta","Artesanias",327034,1
2025-08-14,2545,"Marimba de Chonta","Artesanias",283077,4
2025-08-14,2546,"Sombrero de Palma","Artesanias",275736,2
2025-08-14,2547,"Artesanias en cana","Artesanias",30310,2
2025-08-14,2548,"Aborrajado","Comida",25331,2
2025-08-14,2549,"Limonada de Cana","Bebida",16532,1
2025-08-14,2550,"Viche","Bebida",189779,3
2025-08-14,2551,"Tomaseca","Bebida",185288,1
2025-08-14,2552,"Viche","Bebida",140757,5
2025-08-14,2553,"Encocado de Camarones","Comida",24224,5
2025-08-14,2554,"Curao","Bebida",272861,3
2025-08-14,2555,"Sombrero de Palma","Artesanias",250094,5
2025-08-14,2556,"Tomaseca","Bebida",190382,5
2025-08-14,2557,"Marranita","Comida",25364,5
2025-08-14,2558,"Marimba de Chonta","Artesanias",335628,3
2025-08-14,2559,"Encocado de Camarones","Comida",14257,5
2025-08-14,2560,"Marimba de Chonta","Artesanias",227114,5
2025-08-14,2561,"Artesanias en cana","Artesanias",26757,4
2025-08-14,2562,"Encocado de Camarones","Comida",14299,1
2025-08-14,2563,"Sombrero de Palma","Artesanias",274593,3
2025-08-14,2564,"Empanada de Piangua","Comida",13764,4
2025-08-14,2565,"Aborrajado","Comida",29951,4
2025-08-14,2566,"Sombrero de Palma","Artesanias",229555,1
2025-08-14,2567,"Encocado de Camarones","Comida",22599,3
2025-08-14,2568,"Viche","Bebida",162518,5
2025-08-14,2569,"Aborrajado","Comida",26659,4
2025-08-14,2570,"Tomaseca","Bebida",220686,1
2025-08-14,2571,"Curao","Bebida",248920,2
2025-08-14,2572,"Empanada de Piangua","Comida",15560,2
2025-08-14,2573,"Sombrero de Palma","Artesanias",277742,3
2025-08-14,2574,"Curao","Bebida",156894,1
2025-08-14,2575,"Empanada de Piangua","Comida",12822,4
2025-08-14,2576,"Aborrajado","Comida",29259,1
2025-08-14,2577,"Aborrajado","Comida",25524,1
2025-08-14,2578,"Artesanias en cana","Artesanias",23627,5
2025-08-14,2579,"Curao","Bebida",247415,4
2025-08-14,2580,"Marranita","Comida",31532,4
2025-08-14,2581,"Marranita","Comida",28923,1
2025-08-14,2582,"Marimba de Chonta","Artesanias",292815,3
2025-08-14,2583,"Empanada de Piangua","Comida",11371,5
2025-08-14,2584,"Empanada de Piangua","Comida",13492,4
2025-08-14,2585,"Viche","Bebida",177896,4
2025-08-14,2586,"Panuelos","Artesanias",49426,1
2025-08-14,2587,"Panuelos","Artesanias",54719,3
2025-08-14,2588,"Panuelos","Artesanias",46943,1
2025-08-14,2589,"Viche","Bebida",161447,5
2025-08-14,2590,"Encocado de Camarones","Comida",23137,4
2025-08-14,2591,"Aborrajado","Comida",27637,4
2025-08-14,2592,"Marranita","Comida",28113,1
2025-08-14,2593,"Marranita","Comida",29198,2
2025-08-14,2594,"Sombrero de Palma","Artesanias",230412,1
2025-08-14,2595,"Viche","Bebida",104534,1
2025-08-14,2596,"Encocado de Camarones","Comida",21795,4
2025-08-14,2597,"Curao","Bebida",166191,3
2025-08-14,2598,"Aborrajado","Comida",26320,2
2025-08-14,2599,"Marranita","Comida",31678,4
2025-08-14,2600,"Artesanias en cana","Artesanias",54523,3
2025-08-14,2601,"Encocado de Camarones","Comida",24417,1
2025-08-14,2602,"Encocado de Camarones","Comida",18418,5
2025-08-14,2603,"Empanada de Piangua","Comida",13217,3
2025-08-14,2604,"Sombrero de Palma","Artesanias",257920,5
2025-08-14,2605,"Limonada de Cana","Bebida",15308,2
2025-08-14,2606,"Sombrero de Palma","Artesanias",253846,1
2025-08-14,2607,"Viche","Bebida",184080,1
2025-08-14,2608,"Curao","Bebida",179025,4
2025-08-14,2609,"Marimba de Chonta","Artesanias",269804,3
2025-08-14,2610,"Sombrero de Palma","Artesanias",280043,1
2025-08-14,2611,"Encocado de Camarones","Comida",19399,5
2025-08-14,2612,"Limonada de Cana","Bebida",14439,5
2025-08-14,2613,"Marimba de Chonta","Artesanias",278432,3
2025-08-14,2614,"Encocado de Camarones","Comida",20789,2
2025-08-14,2615,"Viche","Bebida",172423,4
2025-08-14,2616,"Panuelos","Artesanias",48734,5
2025-08-14,2617,"Panuelos","Artesanias",18665,4
2025-08-14,2618,"Tomaseca","Bebida",177669,1
2025-08-14,2619,"Artesanias en cana","Artesanias",27783,4
2025-08-14,2620,"Curao","Bebida",195661,2
2025-08-14,2621,"Marranita","Comida",29996,4
2025-08-14,2622,"Encocado de Camarones","Comida",23364,3
2025-08-14,2623,"Tomaseca","Bebida",140337,2
2025-08-14,2624,"Marranita","Comida",27077,3
2025-08-14,2625,"Sombrero de Palma","Artesanias",226800,5
2025-08-14,2626,"Tomaseca","Bebida",163067,5
2025-08-14,2627,"Artesanias en cana","Artesanias",52351,2
2025-08-14,2628,"Viche","Bebida",137324,3
2025-08-14,2629,"Tomaseca","Bebida",143710,4
2025-08-14,2630,"Marimba de Chonta","Artesanias",296936,4
2025-08-14,2631,"Panuelos","Artesanias",42791,1
2025-08-14,2632,"Panuelos","Artesanias",15479,2
2025-08-14,2633,"Artesanias en cana","Artesanias",52671,2
2025-08-14,2634,"Sombrero de Palma","Artesanias",240598,4
2025-08-14,2635,"Tomaseca","Bebida",198443,5
2025-08-14,2636,"Viche","Bebida",125138,4
2025-08-14,2637,"Sombrero de Palma","Artesanias",245457,5
2025-08-14,2638,"Encocado de Camarones","Comida",21881,5
2025-08-14,2639,"Aborrajado","Comida",29638,4
2025-08-14,2640,"Marranita","Comida",30823,5
2025-08-14,2641,"Marranita","Comida",31145,1
2025-08-14,2642,"Empanada de Piangua","Comida",11545,1
2025-08-14,2643,"Tomaseca","Bebida",214998,3
2025-08-14,2644,"Viche","Bebida",151951,3
2025-08-14,2645,"Encocado de Camarones","Comida",21114,5
2025-08-14,2646,"Sombrero de Palma","Artesanias",253992,4
2025-08-14,2647,"Artesanias en cana","Artesanias",47308,4
2025-08-14,2648,"Encocado de Camarones","Comida",22176,3
2025-08-14,2649,"Empanada de Piangua","Comida",11382,1
2025-08-14,2650,"Tomaseca","Bebida",209088,4
2025-08-14,2651,"Artesanias en cana","Artesanias",32431,1
2025-08-14,2652,"Limonada de Cana","Bebida",15857,1
2025-08-14,2653,"Empanada de Piangua","Comida",15630,1
2025-08-14,2654,"Panuelos","Artesanias",21528,1
2025-08-14,2655,"Viche","Bebida",105571,4
2025-08-14,2656,"Limonada de Cana","Bebida",14058,4
2025-08-14,2657,"Curao","Bebida",247712,2
2025-08-14,2658,"Encocado de Camarones","Comida",17684,1
2025-08-14,2659,"Encocado de Camarones","Comida",17496,3
2025-08-14,2660,"Curao","Bebida",237748,4
2025-08-14,2661,"Encocado de Camarones","Comida",14355,4
2025-08-14,2662,"Aborrajado","Comida",28578,3
2025-08-14,2663,"Aborrajado","Comida",26365,1
2025-08-14,2664,"Empanada de Piangua","Comida",16028,4
2025-08-14,2665,"Marimba de Chonta","Artesanias",240654,5
2025-08-14,2666,"Sombrero de Palma","Artesanias",246956,2
2025-08-14,2667,"Panuelos","Artesanias",42656,5
2025-08-14,2668,"Artesanias en cana","Artesanias",52575,1
2025-08-14,2669,"Marimba de Chonta","Artesanias",333795,1
2025-08-14,2670,"Marimba de Chonta","Artesanias",318322,1
2025-08-14,2671,"Viche","Bebida",187372,2
2025-08-14,2672,"Marimba de Chonta","Artesanias",317327,3
2025-08-14,2673,"Empanada de Piangua","Comida",15762,1
2025-08-14,2674,"Marimba de Chonta","Artesanias",251560,3
2025-08-14,2675,"Encocado de Camarones","Comida",18550,2
2025-08-14,2676,"Limonada de Cana","Bebida",15355,4
2025-08-14,2677,"Curao","Bebida",224480,3
2025-08-14,2678,"Tomaseca","Bebida",197592,4
2025-08-14,2679,"Encocado de Camarones","Comida",23666,5
2025-08-14,2680,"Tomaseca","Bebida",201627,3
2025-08-14,2681,"Tomaseca","Bebida",216629,3
2025-08-14,2682,"Artesanias en cana","Artesanias",47565,5
2025-08-14,2683,"Curao","Bebida",153784,2
2025-08-14,2684,"Sombrero de Palma","Artesanias",247724,4
2025-08-14,2685,"Encocado de Camarones","Comida",22618,5
2025-08-14,2686,"Artesanias en cana","Artesanias",25045,4
2025-08-14,2687,"Curao","Bebida",145299,4
2025-08-14,2688,"Marimba de Chonta","Artesanias",321670,4
2025-08-14,2689,"Sombrero de Palma","Artesanias",260537,5
2025-08-14,2690,"Artesanias en cana","Artesanias",33076,3
2025-08-14,2691,"Aborrajado","Comida",27432,4
2025-08-14,2692,"Viche","Bebida",175536,4
2025-08-14,2693,"Empanada de Piangua","Comida",15714,2
2025-08-14,2694,"Marranita","Comida",29058,3
2025-08-14,2695,"Tomaseca","Bebida",121734,1
2025-08-14,2696,"Tomaseca","Bebida",154162,3
2025-08-14,2697,"Curao","Bebida",228440,2
2025-08-14,2698,"Empanada de Piangua","Comida",16513,5
2025-08-14,2699,"Artesanias en cana","Artesanias",23602,5
2025-08-14,2700,"Marranita","Comida",26124,1
2025-08-14,2701,"Encocado de Camarones","Comida",24342,3
2025-08-14,2702,"Marranita","Comida",25986,3
2025-08-14,2703,"Sombrero de Palma","Artesanias",271446,4
2025-08-14,2704,"Curao","Bebida",217985,4
2025-08-14,2705,"Panuelos","Artesanias",27727,5
2025-08-14,2706,"Viche","Bebida",179692,3
2025-08-14,2707,"Panuelos","Artesanias",18202,3
2025-08-14,2708,"Encocado de Camarones","Comida",19077,2
2025-08-14,2709,"Empanada de Piangua","Comida",13428,5
2025-08-14,2710,"Viche","Bebida",156224,4
2025-08-14,2711,"Panuelos","Artesanias",23860,3
2025-08-14,2712,"Sombrero de Palma","Artesanias",262846,3
2025-08-14,2713,"Empanada de Piangua","Comida",13030,4
2025-08-14,2714,"Sombrero de Palma","Artesanias",253361,5
2025-08-14,2715,"Aborrajado","Comida",26303,3
2025-08-14,2716,"Empanada de Piangua","Comida",13411,4
2025-08-14,2717,"Marranita","Comida",28634,5
2025-08-14,2718,"Viche","Bebida",173485,2
2025-08-14,2719,"Encocado de Camarones","Comida",19942,1
2025-08-14,2720,"Marranita","Comida",28623,1
2025-08-14,2721,"Marimba de Chonta","Artesanias",275453,4
2025-08-14,2722,"Artesanias en cana","Artesanias",33423,2
2025-08-14,2723,"Tomaseca","Bebida",134444,2
2025-08-14,2724,"Sombrero de Palma","Artesanias",279197,4
2025-08-14,2725,"Limonada de Cana","Bebida",15481,5
2025-08-14,2726,"Tomaseca","Bebida",130406,5
2025-08-14,2727,"Encocado de Camarones","Comida",17322,5
2025-08-14,2728,"Sombrero de Palma","Artesanias",225069,5
2025-08-14,2729,"Limonada de Cana","Bebida",14279,5
2025-08-14,2730,"Encocado de Camarones","Comida",20054,2
2025-08-14,2731,"Viche","Bebida",118301,2
2025-08-14,2732,"Limonada de Cana","Bebida",14616,2
2025-08-14,2733,"Aborrajado","Comida",26121,1
2025-08-14,2734,"Marranita","Comida",32641,4
2025-08-14,2735,"Empanada de Piangua","Comida",14974,3
2025-08-14,2736,"Empanada de Piangua","Comida",15249,3
2025-08-14,2737,"Limonada de Cana","Bebida",14237,5
2025-08-14,2738,"Viche","Bebida",181278,2
2025-08-14,2739,"Marimba de Chonta","Artesanias",283750,4
2025-08-14,2740,"Limonada de Cana","Bebida",16524,3
2025-08-14,2741,"Aborrajado","Comida",30086,1
2025-08-14,2742,"Empanada de Piangua","Comida",12455,1
2025-08-14,2743,"Tomaseca","Bebida",134360,5
2025-08-14,2744,"Marimba de Chonta","Artesanias",335883,4
2025-08-14,2745,"Marimba de Chonta","Artesanias",308251,2
2025-08-14,2746,"Aborrajado","Comida",27553,2
2025-08-14,2747,"Marimba de Chonta","Artesanias",240668,5
2025-08-14,2748,"Tomaseca","Bebida",176416,5
2025-08-14,2749,"Artesanias en cana","Artesanias",51768,1
2025-08-14,2750,"Marimba de Chonta","Artesanias",236633,2
2025-08-14,2751,"Curao","Bebida",158088,4
2025-08-14,2752,"Aborrajado","Comida",28057,4
2025-08-14,2753,"Marranita","Comida",31465,4
2025-08-14,2754,"Limonada de Cana","Bebida",16658,2
2025-08-14,2755,"Curao","Bebida",251254,1
2025-08-14,2756,"Panuelos","Artesanias",23655,2
2025-08-14,2757,"Tomaseca","Bebida",173701,2
2025-08-14,2758,"Marranita","Comida",30924,5
2025-08-14,2759,"Aborrajado","Comida",30007,4
2025-08-14,2760,"Marimba de Chonta","Artesanias",303544,1
2025-08-14,2761,"Marimba de Chonta","Artesanias",294232,1
2025-08-14,2762,"Limonada de Cana","Bebida",14918,5
2025-08-14,2763,"Encocado de Camarones","Comida",14504,4
2025-08-14,2764,"Curao","Bebida",170588,1
2025-08-14,2765,"Panuelos","Artesanias",19842,4
2025-08-14,2766,"Artesanias en cana","Artesanias",25067,2
2025-08-14,2767,"Sombrero de Palma","Artesanias",240194,2
2025-08-14,2768,"Empanada de Piangua","Comida",14728,5
2025-08-14,2769,"Encocado de Camarones","Comida",18505,4
2025-08-14,2770,"Limonada de Cana","Bebida",14237,4
2025-08-14,2771,"Curao","Bebida",174836,5
2025-08-14,2772,"Tomaseca","Bebida",156093,2
2025-08-14,2773,"Limonada de Cana","Bebida",14562,2
2025-08-14,2774,"Marimba de Chonta","Artesanias",232819,5
2025-08-14,2775,"Artesanias en cana","Artesanias",36920,2
2025-08-14,2776,"Viche","Bebida",131039,3
2025-08-14,2777,"Limonada de Cana","Bebida",15148,2
2025-08-14,2778,"Encocado de Camarones","Comida",20951,1
2025-08-14,2779,"Viche","Bebida",178008,1
2025-08-14,2780,"Marimba de Chonta","Artesanias",243179,5
2025-08-14,2781,"Panuelos","Artesanias",39299,5
2025-08-14,2782,"Marimba de Chonta","Artesanias",295482,5
2025-08-14,2783,"Panuelos","Artesanias",22400,2
2025-08-14,2784,"Curao","Bebida",153033,2
2025-08-14,2785,"Artesanias en cana","Artesanias",20111,1
2025-08-14,2786,"Panuelos","Artesanias",41773,4
2025-08-14,2787,"Marimba de Chonta","Artesanias",247480,3
2025-08-14,2788,"Viche","Bebida",161677,1
2025-08-14,2789,"Artesanias en cana","Artesanias",54344,5
2025-08-14,2790,"Panuelos","Artesanias",34121,1
2025-08-14,2791,"Viche","Bebida",141225,1
2025-08-14,2792,"Limonada de Cana","Bebida",16395,1
2025-08-14,2793,"Marimba de Chonta","Artesanias",278978,5
2025-08-14,2794,"Sombrero de Palma","Artesanias",276039,2
2025-08-14,2795,"Curao","Bebida",226655,1
2025-08-14,2796,"Limonada de Cana","Bebida",16451,2
2025-08-14,2797,"Encocado de Camarones","Comida",22195,3
2025-08-14,2798,"Encocado de Camarones","Comida",16160,2
2025-08-14,2799,"Curao","Bebida",210663,3
2025-08-14,2800,"Empanada de Piangua","Comida",13094,2
2025-08-14,2801,"Sombrero de Palma","Artesanias",245403,3
2025-08-14,2802,"Marimba de Chonta","Artesanias",230608,1
2025-08-14,2803,"Sombrero de Palma","Artesanias",268616,1
2025-08-14,2804,"Aborrajado","Comida",28295,3
2025-08-14,2805,"Tomaseca","Bebida",198998,3
2025-08-14,2806,"Tomaseca","Bebida",216458,2
2025-08-14,2807,"Curao","Bebida",230729,3
2025-08-14,2808,"Sombrero de Palma","Artesanias",277185,4
2025-08-14,2809,"Aborrajado","Comida",30464,4
2025-08-14,2810,"Empanada de Piangua","Comida",14980,1
2025-08-14,2811,"Curao","Bebida",209257,3
2025-08-14,2812,"Marranita","Comida",30030,4
2025-08-14,2813,"Artesanias en cana","Artesanias",34611,4
2025-08-14,2814,"Empanada de Piangua","Comida",12892,4
2025-08-14,2815,"Sombrero de Palma","Artesanias",226136,1
2025-08-14,2816,"Panuelos","Artesanias",43438,4
2025-08-14,2817,"Viche","Bebida",99564,2
2025-08-14,2818,"Encocado de Camarones","Comida",22890,1
2025-08-14,2819,"Aborrajado","Comida",28161,3
2025-08-14,2820,"Marranita","Comida",25521,2
2025-08-14,2821,"Tomaseca","Bebida",115712,2
2025-08-14,2822,"Encocado de Camarones","Comida",16073,5
2025-08-14,2823,"Encocado de Camarones","Comida",15893,4
2025-08-14,2824,"Aborrajado","Comida",26810,3
2025-08-14,2825,"Artesanias en cana","Artesanias",19077,3
2025-08-14,2826,"Artesanias en cana","Artesanias",49577,5
2025-08-14,2827,"Sombrero de Palma","Artesanias",239707,5
2025-08-14,2828,"Tomaseca","Bebida",212372,3
2025-08-14,2829,"Panuelos","Artesanias",18115,1
2025-08-14,2830,"Limonada de Cana","Bebida",14403,1
2025-08-14,2831,"Encocado de Camarones","Comida",23325,2
2025-08-14,2832,"Tomaseca","Bebida",150337,2
2025-08-14,2833,"Sombrero de Palma","Artesanias",245790,1
2025-08-14,2834,"Limonada de Cana","Bebida",15966,1
2025-08-14,2835,"Aborrajado","Comida",29537,5
2025-08-14,2836,"Aborrajado","Comida",25603,2
2025-08-14,2837,"Encocado de Camarones","Comida",15997,3
2025-08-14,2838,"Curao","Bebida",172219,2
2025-08-14,2839,"Marimba de Chonta","Artesanias",273550,1
2025-08-14,2840,"Limonada de Cana","Bebida",14596,4
2025-08-14,2841,"Empanada de Piangua","Comida",12234,4
2025-08-14,2842,"Sombrero de Palma","Artesanias",254978,2
2025-08-14,2843,"Panuelos","Artesanias",15566,3
2025-08-14,2844,"Sombrero de Palma","Artesanias",277795,1
2025-08-14,2845,"Aborrajado","Comida",27640,4
2025-08-14,2846,"Artesanias en cana","Artesanias",32269,4
2025-08-14,2847,"Artesanias en cana","Artesanias",48159,5
2025-08-14,2848,"Empanada de Piangua","Comida",13206,1
2025-08-14,2849,"Sombrero de Palma","Artesanias",277529,4
2025-08-14,2850,"Encocado de Camarones","Comida",23509,2
2025-08-14,2851,"Aborrajado","Comida",26320,3
2025-08-14,2852,"Aborrajado","Comida",25510,5
2025-08-14,2853,"Empanada de Piangua","Comida",14859,1
2025-08-14,2854,"Artesanias en cana","Artesanias",28536,3
2025-08-14,2855,"Viche","Bebida",192424,1
2025-08-14,2856,"Limonada de Cana","Bebida",14523,1
2025-08-14,2857,"Sombrero de Palma","Artesanias",232206,2
2025-08-14,2858,"Viche","Bebida",132990,4
2025-08-14,2859,"Empanada de Piangua","Comida",14958,5
2025-08-14,2860,"Panuelos","Artesanias",35340,3
2025-08-14,2861,"Viche","Bebida",108858,2
2025-08-14,2862,"Curao","Bebida",189023,5
2025-08-14,2863,"Empanada de Piangua","Comida",16499,4
2025-08-14,2864,"Panuelos","Artesanias",37114,5
2025-08-14,2865,"Tomaseca","Bebida",134878,3
2025-08-14,2866,"Artesanias en cana","Artesanias",36845,4
2025-08-14,2867,"Panuelos","Artesanias",45397,4
2025-08-14,2868,"Empanada de Piangua","Comida",15549,4
2025-08-14,2869,"Limonada de Cana","Bebida",15554,5
2025-08-14,2870,"Marimba de Chonta","Artesanias",306161,2
2025-08-14,2871,"Encocado de Camarones","Comida",19654,2
2025-08-14,2872,"Marimba de Chonta","Artesanias",274991,2
2025-08-14,2873,"Limonada de Cana","Bebida",14915,5
2025-08-14,2874,"Viche","Bebida",170854,3
2025-08-14,2875,"Marimba de Chonta","Artesanias",270930,3
2025-08-14,2876,"Tomaseca","Bebida",150928,1
2025-08-14,2877,"Limonada de Cana","Bebida",16143,1
2025-08-14,2878,"Empanada de Piangua","Comida",14660,3
2025-08-14,2879,"Tomaseca","Bebida",189947,5
2025-08-14,2880,"Aborrajado","Comida",26157,5
2025-08-14,2881,"Curao","Bebida",235918,5
2025-08-14,2882,"Encocado de Camarones","Comida",16246,3
2025-08-14,2883,"Encocado de Camarones","Comida",14361,2
2025-08-14,2884,"Marimba de Chonta","Artesanias",261709,2
2025-08-14,2885,"Viche","Bebida",106698,1
2025-08-14,2886,"Marimba de Chonta","Artesanias",226742,2
2025-08-14,2887,"Encocado de Camarones","Comida",22302,1
2025-08-14,2888,"Empanada de Piangua","Comida",12845,5
2025-08-14,2889,"Artesanias en cana","Artesanias",32871,1
2025-08-14,2890,"Limonada de Cana","Bebida",15344,3
2025-08-14,2891,"Panuelos","Artesanias",24745,1
2025-08-14,2892,"Aborrajado","Comida",28503,2
2025-08-14,2893,"Artesanias en cana","Artesanias",32874,1
2025-08-14,2894,"Curao","Bebida",166629,4
2025-08-14,2895,"Tomaseca","Bebida",221698,2
2025-08-14,2896,"Limonada de Cana","Bebida",16790,3
2025-08-14,2897,"Viche","Bebida",147507,3
2025-08-14,2898,"Tomaseca","Bebida",125225,2
2025-08-14,2899,"Marranita","Comida",25432,4
2025-08-14,2900,"Marranita","Comida",26104,4
2025-08-14,2901,"Limonada de Cana","Bebida",16300,4
2025-08-14,2902,"Marimba de Chonta","Artesanias",251005,4
2025-08-14,2903,"Encocado de Camarones","Comida",14349,5
2025-08-14,2904,"Curao","Bebida",274475,3
2025-08-14,2905,"Limonada de Cana","Bebida",16000,1
2025-08-14,2906,"Curao","Bebida",222676,5
2025-08-14,2907,"Aborrajado","Comida",26886,3
2025-08-14,2908,"Curao","Bebida",252341,2
2025-08-14,2909,"Panuelos","Artesanias",50132,2
2025-08-14,2910,"Marranita","Comida",28999,1
2025-08-14,2911,"Sombrero de Palma","Artesanias",244383,3
2025-08-14,2912,"Encocado de Camarones","Comida",20088,1
2025-08-14,2913,"Marranita","Comida",29329,5
2025-08-14,2914,"Limonada de Cana","Bebida",15944,4
2025-08-14,2915,"Curao","Bebida",220824,5
2025-08-14,2916,"Aborrajado","Comida",28651,5
2025-08-14,2917,"Empanada de Piangua","Comida",12324,5
2025-08-14,2918,"Marranita","Comida",27718,4
2025-08-14,2919,"Empanada de Piangua","Comida",16431,3
2025-08-14,2920,"Artesanias en cana","Artesanias",34482,2
2025-08-14,2921,"Curao","Bebida",155078,2
2025-08-14,2922,"Marranita","Comida",26421,3
2025-08-14,2923,"Artesanias en cana","Artesanias",20937,2
2025-08-14,2924,"Curao","Bebida",238084,5
2025-08-14,2925,"Marimba de Chonta","Artesanias",238457,1
2025-08-14,2926,"Sombrero de Palma","Artesanias",260975,4
2025-08-14,2927,"Curao","Bebida",221137,4
2025-08-14,2928,"Empanada de Piangua","Comida",12584,2
2025-08-14,2929,"Marranita","Comida",29629,5
2025-08-14,2930,"Marimba de Chonta","Artesanias",335852,2
2025-08-14,2931,"Marimba de Chonta","Artesanias",243694,2
2025-08-14,2932,"Marimba de Chonta","Artesanias",241133,4
2025-08-14,2933,"Sombrero de Palma","Artesanias",257511,2
2025-08-14,2934,"Artesanias en cana","Artesanias",21433,4
2025-08-14,2935,"Empanada de Piangua","Comida",12962,4
2025-08-14,2936,"Artesanias en cana","Artesanias",40431,3
